TICK 1,TICK 2,TRADES #,GROWTH W ALGO %,GROWTH WO ALGO %,GROWTH DIFF,PROFIT,INITIAL BUY,COEFFICIENT
,,"=SUBTOTAL(1,C5:C130000)","=SUBTOTAL(1,D5:D130000)","=SUBTOTAL(1,E5:E130000)","=SUBTOTAL(1,F5:F130000)","=SUBTOTAL(1,G5:G130000)","=SUBTOTAL(1,H5:H130000)","=SUBTOTAL(1,I5:I130000)"


APA,AZO,6,26.311427976533516,47.96624762982731,-21.654819653293792,3.0310766233408195,11.520000457763672,0.7428571428571428
APA,BA,4,91.46113764320684,29.29038888211469,62.17074876109215,10.53632347517329,11.520000457763672,0.9699248120300751
APA,BAC,6,12.497562385757655,39.27523442144907,-26.777672035691417,1.4397192440485824,11.520000457763672,0.8977443609022555
APA,BAX,6,31.637284081298706,48.0998036297853,-16.462519548486593,3.644615270989604,11.520000457763672,0.7112781954887217
APA,BBY,4,101.6121906894521,46.48933900848291,55.1228516809692,11.705724832568578,11.520000457763672,0.9578947368421054
APA,BDX,6,33.13943926485055,51.5698049101312,-18.430365645280645,3.817663555011098,11.520000457763672,0.6481203007518795
APA,BEN,6,-0.11996526706753843,34.66943084868853,-34.78939611575607,-0.013819999315337839,11.520000457763672,0.7669172932330827
APA,BF.B,1,nan,nan,nan,nan,nan,nan
APA,BIIB,6,9.151982304767843,39.065092133670824,-29.913109828902982,1.0543084034037058,11.520000457763672,0.7819548872180451
APA,BIO,4,34.969000365930256,53.17331520480898,-18.204314838878723,4.028429002230546,11.520000457763672,0.6857142857142857
APA,BK,4,105.24526007116017,44.66098076428743,60.584279306872745,12.12425444197222,11.520000457763672,0.9657766760455991
APA,BKNG,4,95.58568301385314,39.50998333883497,56.07569967501817,11.011471120752415,11.520000457763672,0.9458646616541352
APA,BKR,6,17.984991610825936,45.86357209977938,-27.878580488953446,2.071871115895906,11.520000457763672,0.9567507258021823
APA,BLK,6,18.80840566499744,43.2812599583944,-24.47285429339696,2.1667284187057536,11.520000457763672,0.9428571428571428
APA,BLL,6,16.198225882251528,43.0160343960033,-26.81780851375177,1.8660356957849693,11.520000457763672,0.8210526315789473
APA,BMY,4,106.99167045928536,49.47118929328371,57.52048116600165,12.325440926678674,11.520000457763672,0.9082706766917292
APA,BR,4,25.894812022219238,48.01676732262803,-22.12195530040879,2.9830824634966984,11.520000457763672,0.631578947368421
APA,BRK.B,1,nan,nan,nan,nan,nan,nan
APA,BSX,4,103.48818420006897,49.07072060505073,54.41746359501824,11.921839293579257,11.520000457763672,0.9627680259644602
APA,BWA,4,101.21937769338626,44.574055549244484,56.64532214414178,11.660472773623638,11.520000457763672,0.9699248120300751
APA,BXP,4,104.95452342741025,39.003739673007765,65.9507837544025,12.090761579281342,11.520000457763672,0.9142857142857143
APA,C,4,99.90730306525907,37.27794472903817,62.6293583362209,11.509321770457184,11.520000457763672,0.9894736842105262
APA,CAG,4,29.450890367324103,52.15121405048608,-22.70032368316198,3.392742705131214,11.520000457763672,0.41654135338345866
APA,CAH,6,24.967871481065323,45.46300816658457,-20.49513668551925,2.8762989089125703,11.520000457763672,0.8661654135338346
APA,CARR,1,42.01961761151347,42.01961761151347,0.0,4.840660141196896,11.520000457763672,nan
APA,CAT,6,18.81864632325181,42.23632910614309,-23.41768278289128,2.167908142583535,11.520000457763672,0.8676691729323308
APA,CB,4,106.26282219240994,38.79278112509196,67.47004106731798,12.241477602998224,11.520000457763672,0.9654135338345864
APA,CBOE,4,105.68230632351124,45.676771896388175,60.00553442712307,12.174602172243702,11.520000457763672,0.9443609022556391
APA,CBRE,4,103.11095943733261,40.334021811600095,62.776937625732515,11.87838299918523,11.520000457763672,0.9458646616541352
APA,CCI,6,29.34126626748222,47.49102577951766,-18.149759512035445,3.3801140083276096,11.520000457763672,0.7609022556390977
APA,CCL,4,84.28468053289494,25.292856324067948,58.99182420882699,9.709595583214146,11.520000457763672,0.9650245135253144
APA,CDNS,4,100.92393803226734,50.773854001581775,50.15008403068557,11.626438123310322,11.520000457763672,0.8977443609022555
APA,CDW,4,98.75718188663085,41.04688010085964,57.71030178577121,11.376827805414376,11.520000457763672,0.9729323308270676
APA,CE,6,19.246739212231947,42.79417997235524,-23.54744076012329,2.2172244453537004,11.520000457763672,0.9593984962406013
APA,CERN,4,106.20459515030187,49.427284871020184,56.777310279281686,12.23476984748083,11.520000457763672,0.8781954887218045
APA,CF,4,96.76336018668992,40.4378657849212,56.32549440176872,11.14713953645419,11.520000457763672,0.9654135338345864
